date,time,solar generation
2014-08-19,5,0
2014-08-19,6,0.03677
2014-08-19,7,0.383127
2014-08-19,8,0.424954
2014-08-19,9,0.5654859999999999
2014-08-19,10,0.730919
2014-08-19,11,1.014636
2014-08-19,12,1.00581
2014-08-19,13,1.264437
2014-08-19,14,1.045129
2014-08-19,15,1.653858
2014-08-19,16,1.01906
2014-08-19,17,0.225072
2014-08-19,18,0.06015499999999999
2014-08-19,19,0
2014-08-19,20,0
2014-08-19,21,0
2014-08-19,22,0
2014-08-19,23,0
2014-08-20,0,0
2014-08-20,1,0
2014-08-20,2,0
2014-08-20,3,0
2014-08-20,4,0
2014-08-20,5,0
2014-08-20,6,0.063356
2014-08-20,7,0.640668
2014-08-20,8,0.877757
2014-08-20,9,2.674581
2014-08-20,10,2.333776
2014-08-20,11,2.010589
2014-08-20,12,2.424935
2014-08-20,13,2.675982
2014-08-20,14,3.934276
2014-08-20,15,2.658498
2014-08-20,16,1.381129
2014-08-20,17,0.6011989999999999
2014-08-20,18,0.103925
2014-08-20,19,0
2014-08-20,20,0
2014-08-20,21,0
2014-08-20,22,0
2014-08-20,23,0
2014-08-21,0,0
2014-08-21,1,0
2014-08-21,2,0
2014-08-21,3,0
2014-08-21,4,0
2014-08-21,5,0
2014-08-21,6,0.003438
2014-08-21,7,0.079269
2014-08-21,8,0.012066
2014-08-21,9,0.0054
2014-08-21,10,0.263687
2014-08-21,11,2.151112
2014-08-21,12,1.753378
2014-08-21,13,1.55769
2014-08-21,14,1.532133
2014-08-21,15,1.22042
2014-08-21,16,1.673873
2014-08-21,17,1.025221
2014-08-21,18,0.060348
2014-08-21,19,0
2014-08-21,20,0
2014-08-21,21,0
2014-08-21,22,0
2014-08-21,23,0
2014-08-22,0,0
2014-08-22,1,0
2014-08-22,2,0
2014-08-22,3,0
2014-08-22,4,0
2014-08-22,5,0
2014-08-22,6,0.162515
2014-08-22,7,1.131489
2014-08-22,8,2.023934
2014-08-22,9,3.787194
2014-08-22,10,4.80751
2014-08-22,11,5.284738
2014-08-22,12,4.696167
2014-08-22,13,5.174298
2014-08-22,14,3.815714
2014-08-22,15,3.227236
2014-08-22,16,2.389584
2014-08-22,17,0.9097780000000001
2014-08-22,18,0.264715
2014-08-22,19,0
2014-08-22,20,0
2014-08-22,21,0
2014-08-22,22,0
2014-08-22,23,0
2014-08-23,0,0
2014-08-23,1,0
2014-08-23,2,0
2014-08-23,3,0
2014-08-23,4,0
2014-08-23,5,0
2014-08-23,6,0.066593
2014-08-23,7,0.6483869999999999
2014-08-23,8,1.205026
2014-08-23,9,1.192619
2014-08-23,10,1.990912
2014-08-23,11,3.761749
2014-08-23,12,4.391724
2014-08-23,13,4.561376
2014-08-23,14,4.682539
2014-08-23,15,3.519697
2014-08-23,16,2.746461
2014-08-23,17,1.498661
2014-08-23,18,0.377205
2014-08-23,19,0
2014-08-23,20,0
2014-08-23,21,0
2014-08-23,22,0
2014-08-23,23,0
2014-08-24,0,0
2014-08-24,1,0
2014-08-24,2,0
2014-08-24,3,0
2014-08-24,4,0
2014-08-24,5,0
2014-08-24,6,0.129569
2014-08-24,7,0.841672
2014-08-24,8,2.663858
2014-08-24,9,4.139857
2014-08-24,10,5.254702
2014-08-24,11,5.879556
2014-08-24,12,5.85079
2014-08-24,13,4.913194
2014-08-24,14,3.008343
2014-08-24,15,1.648484
2014-08-24,16,0.997244
2014-08-24,17,0.499087
2014-08-24,18,0.013897
2014-08-24,19,0
2014-08-24,20,0
2014-08-24,21,0
2014-08-24,22,0
2014-08-24,23,0
2014-08-25,0,0
2014-08-25,1,0
2014-08-25,2,0
2014-08-25,3,0
2014-08-25,4,0
2014-08-25,5,0
2014-08-25,6,0.020305
2014-08-25,7,0.438685
2014-08-25,8,0.984455
2014-08-25,9,1.387528
2014-08-25,10,2.885809
2014-08-25,11,3.314574
2014-08-25,12,3.951166
2014-08-25,13,3.512509
2014-08-25,14,1.848343
2014-08-25,15,2.242925
2014-08-25,16,0.611378
2014-08-25,17,0.288168
2014-08-25,18,0.054331
2014-08-25,19,0
2014-08-25,20,0
2014-08-25,21,0
2014-08-25,22,0
2014-08-25,23,0
2014-08-26,0,0
2014-08-26,1,0
2014-08-26,2,0
2014-08-26,3,0
2014-08-26,4,0
2014-08-26,5,0
2014-08-26,6,0.065079
2014-08-26,7,0.483429
2014-08-26,8,1.530873
2014-08-26,9,2.969149
2014-08-26,10,3.7288
2014-08-26,11,3.318541
2014-08-26,12,4.174608999999999
2014-08-26,13,4.78216
2014-08-26,14,4.566593
2014-08-26,15,4.482022
2014-08-26,16,2.501425
2014-08-26,17,0.84439
2014-08-26,18,0.040561
2014-08-26,19,0
2014-08-26,20,0
2014-08-26,21,0
2014-08-26,22,0
2014-08-26,23,0
2014-08-27,0,0
2014-08-27,1,0
2014-08-27,2,0
2014-08-27,3,0
2014-08-27,4,0
2014-08-27,5,0
2014-08-27,6,0.202035
2014-08-27,7,1.065476
2014-08-27,8,3.120998
2014-08-27,9,4.074315
2014-08-27,10,5.307058
2014-08-27,11,4.900491000000001
2014-08-27,12,5.927879
2014-08-27,13,4.98768
2014-08-27,14,4.440099
2014-08-27,15,3.223589
2014-08-27,16,1.976746
2014-08-27,17,1.304953
2014-08-27,18,0.318887
2014-08-27,19,0
2014-08-27,20,0
2014-08-27,21,0
2014-08-27,22,0
2014-08-27,23,0
2014-08-28,0,0
2014-08-28,1,0
2014-08-28,2,0
2014-08-28,3,0
2014-08-28,4,0
2014-08-28,5,0
2014-08-28,6,0.18118
2014-08-28,7,1.368206
2014-08-28,8,3.231526
2014-08-28,9,4.867021
2014-08-28,10,5.97684
2014-08-28,11,6.617468
2014-08-28,12,6.804327000000001
2014-08-28,13,6.476662999999999
2014-08-28,14,6.085031
2014-08-28,15,5.098015
2014-08-28,16,3.244754
2014-08-28,17,1.618564
2014-08-28,18,0.265983
2014-08-28,19,0
2014-08-28,20,0
2014-08-28,21,0
2014-08-28,22,0
2014-08-28,23,0
2014-08-29,0,0
2014-08-29,1,0
2014-08-29,2,0
2014-08-29,3,0
2014-08-29,4,0
2014-08-29,5,0
2014-08-29,6,0.091928
2014-08-29,7,0.8060430000000001
2014-08-29,8,1.998582
2014-08-29,9,3.185972
2014-08-29,10,3.869481
2014-08-29,11,3.987877
2014-08-29,12,4.075255
2014-08-29,13,4.678042
2014-08-29,14,4.636648
2014-08-29,15,4.040737
2014-08-29,16,2.112174
2014-08-29,17,0.6369560000000001
2014-08-29,18,0.270076
2014-08-29,19,0
2014-08-29,20,0
2014-08-29,21,0
2014-08-29,22,0
2014-08-29,23,0
2014-08-30,0,0
2014-08-30,1,0
2014-08-30,2,0
2014-08-30,3,0
2014-08-30,4,0
2014-08-30,5,0
2014-08-30,6,0.162733
2014-08-30,7,1.26801
2014-08-30,8,3.057914
2014-08-30,9,4.74356
2014-08-30,10,5.873483
2014-08-30,11,6.495508
2014-08-30,12,6.699613
2014-08-30,13,6.475055
2014-08-30,14,5.404681
2014-08-30,15,3.626408
2014-08-30,16,2.875789
2014-08-30,17,1.234907
2014-08-30,18,0.171962
2014-08-30,19,0
2014-08-30,20,0
2014-08-30,21,0
2014-08-30,22,0
2014-08-30,23,0
2014-08-31,0,0
2014-08-31,1,0
2014-08-31,2,0
2014-08-31,3,0
2014-08-31,4,0
2014-08-31,5,0
2014-08-31,6,0.174833
2014-08-31,7,0.996419
2014-08-31,8,1.729746
2014-08-31,9,2.422377
2014-08-31,10,3.335386
2014-08-31,11,3.578262
2014-08-31,12,4.497854
2014-08-31,13,3.305882
2014-08-31,14,4.381206
2014-08-31,15,3.979113
2014-08-31,16,1.827526
2014-08-31,17,0.9612639999999999
2014-08-31,18,0.185994
2014-08-31,19,0
2014-08-31,20,0
2014-08-31,21,0
2014-08-31,22,0
2014-08-31,23,0
2014-09-01,0,0
2014-09-01,1,0
2014-09-01,2,0
2014-09-01,3,0
2014-09-01,4,0
2014-09-01,5,0
2014-09-01,6,0.154995
2014-09-01,7,0.873326
2014-09-01,8,1.881098
2014-09-01,9,3.872826
2014-09-01,10,5.614312
2014-09-01,11,6.140736
2014-09-01,12,6.354673
2014-09-01,13,6.003899
2014-09-01,14,5.674099
2014-09-01,15,3.618133
2014-09-01,16,2.455596
2014-09-01,17,0.543519
2014-09-01,18,0.049451
2014-09-01,19,0
2014-09-01,20,0
2014-09-01,21,0
2014-09-01,22,0
2014-09-01,23,0
2014-09-02,0,0
2014-09-02,1,0
2014-09-02,2,0
2014-09-02,3,0
2014-09-02,4,0
2014-09-02,5,0
2014-09-02,6,0.057959
2014-09-02,7,0.455628
2014-09-02,8,1.555079
2014-09-02,9,3.110089
2014-09-02,10,3.301368
2014-09-02,11,4.11572
2014-09-02,12,6.22294
2014-09-02,13,4.402801
2014-09-02,14,2.576229
2014-09-02,15,1.200197
2014-09-02,16,0.584885
2014-09-02,17,0.332955
2014-09-02,18,0.007751999999999999
2014-09-02,19,0
2014-09-02,20,0
2014-09-02,21,0
2014-09-02,22,0
2014-09-02,23,0
2014-09-03,0,0
2014-09-03,1,0
2014-09-03,2,0
2014-09-03,3,0
2014-09-03,4,0
2014-09-03,5,0
2014-09-03,6,0
2014-09-03,7,0.079113
2014-09-03,8,0.317847
2014-09-03,9,0.702732
2014-09-03,10,0.8656149999999999
2014-09-03,11,1.083102
2014-09-03,12,0.739455
2014-09-03,13,0.491866
2014-09-03,14,0.468327
2014-09-03,15,0.454718
2014-09-03,16,0.444016
2014-09-03,17,0.241505
2014-09-03,18,0.02145
2014-09-03,19,0
2014-09-03,20,0
2014-09-03,21,0
2014-09-03,22,0
2014-09-03,23,0
2014-09-04,0,0
2014-09-04,1,0
2014-09-04,2,0
2014-09-04,3,0
2014-09-04,4,0
2014-09-04,5,0
2014-09-04,6,0.135166
2014-09-04,7,1.329171
2014-09-04,8,2.966899
2014-09-04,9,3.706694
2014-09-04,10,5.145727
2014-09-04,11,5.888322000000001
2014-09-04,12,5.795236
2014-09-04,13,5.294823
2014-09-04,14,4.658464
2014-09-04,15,4.510835
2014-09-04,16,2.703952
2014-09-04,17,1.483695
2014-09-04,18,0.227667
2014-09-04,19,0
2014-09-04,20,0
2014-09-04,21,0
2014-09-04,22,0
2014-09-04,23,0
2014-09-05,0,0
2014-09-05,1,0
2014-09-05,2,0
2014-09-05,3,0
2014-09-05,4,0
2014-09-05,5,0
2014-09-05,6,0.136496
2014-09-05,7,1.168835
2014-09-05,8,2.786618
2014-09-05,9,3.73337
2014-09-05,10,5.430283999999999
2014-09-05,11,6.749828999999999
2014-09-05,12,6.561533
2014-09-05,13,6.524407
2014-09-05,14,5.549544
2014-09-05,15,4.929516
2014-09-05,16,2.472743
2014-09-05,17,0.804754
2014-09-05,18,0.121375
2014-09-05,19,0
2014-09-05,20,0
2014-09-05,21,0
2014-09-05,22,0
2014-09-05,23,0
2014-09-06,0,0
2014-09-06,1,0
2014-09-06,2,0
2014-09-06,3,0
2014-09-06,4,0
2014-09-06,5,0
2014-09-06,6,0.052864
2014-09-06,7,0.5439390000000001
2014-09-06,8,2.181694
2014-09-06,9,4.215126000000001
2014-09-06,10,5.784194
2014-09-06,11,6.713397000000001
2014-09-06,12,6.88762
2014-09-06,13,6.638574
2014-09-06,14,5.891738
2014-09-06,15,4.732342
2014-09-06,16,3.464523
2014-09-06,17,1.536108
2014-09-06,18,0.208607
2014-09-06,19,0
2014-09-06,20,0
2014-09-06,21,0
2014-09-06,22,0
2014-09-06,23,0
2014-09-07,0,0
2014-09-07,1,0
2014-09-07,2,0
2014-09-07,3,0
2014-09-07,4,0
2014-09-07,5,0
2014-09-07,6,0.13416
2014-09-07,7,1.199436
2014-09-07,8,2.97938
2014-09-07,9,4.714016
2014-09-07,10,5.994859
2014-09-07,11,6.708258
2014-09-07,12,6.526793
2014-09-07,13,6.226693
2014-09-07,14,5.125242
2014-09-07,15,3.832737
2014-09-07,16,1.506696
2014-09-07,17,0.481699
2014-09-07,18,0.048321
2014-09-07,19,0
2014-09-07,20,0
2014-09-07,21,0
2014-09-07,22,0
2014-09-07,23,0
2014-09-08,0,0
2014-09-08,1,0
2014-09-08,2,0
2014-09-08,3,0
2014-09-08,4,0
2014-09-08,5,0
2014-09-08,6,0.130064
2014-09-08,7,1.039393
2014-09-08,8,2.769163
2014-09-08,9,4.009802
2014-09-08,10,5.062999
2014-09-08,11,6.21896
2014-09-08,12,5.587004
2014-09-08,13,5.819408
2014-09-08,14,4.994246
2014-09-08,15,4.217701
2014-09-08,16,2.687405
2014-09-08,17,1.217388
2014-09-08,18,0.146941
2014-09-08,19,0
2014-09-08,20,0
2014-09-08,21,0
2014-09-08,22,0
2014-09-08,23,0
2014-09-09,0,0
2014-09-09,1,0
2014-09-09,2,0
2014-09-09,3,0
2014-09-09,4,0
2014-09-09,5,0
2014-09-09,6,0.05595700000000001
2014-09-09,7,0.744634
2014-09-09,8,1.510113
2014-09-09,9,3.147432
2014-09-09,10,4.211476
2014-09-09,11,5.699121
2014-09-09,12,5.995572
2014-09-09,13,6.745763
2014-09-09,14,5.626974
2014-09-09,15,3.772075
2014-09-09,16,2.363112
2014-09-09,17,1.329574
2014-09-09,18,0.188441
2014-09-09,19,0
2014-09-09,20,0
2014-09-09,21,0
2014-09-09,22,0
2014-09-09,23,0
2014-09-10,0,0
2014-09-10,1,0
2014-09-10,2,0
2014-09-10,3,0
2014-09-10,4,0
2014-09-10,5,0
2014-09-10,6,0.122161
2014-09-10,7,1.244285
2014-09-10,8,3.147828
2014-09-10,9,4.894416000000001
2014-09-10,10,6.171951
2014-09-10,11,6.902124000000001
2014-09-10,12,7.116950999999999
2014-09-10,13,6.907533
2014-09-10,14,6.308544
2014-09-10,15,5.142806
2014-09-10,16,3.379062
2014-09-10,17,1.370405
2014-09-10,18,0.145555
2014-09-10,19,0
2014-09-10,20,0
2014-09-10,21,0
2014-09-10,22,0
2014-09-10,23,0
2014-09-11,0,0
2014-09-11,1,0
2014-09-11,2,0
2014-09-11,3,0
2014-09-11,4,0
2014-09-11,5,0
2014-09-11,6,0.114457
2014-09-11,7,1.084982
2014-09-11,8,2.890067
2014-09-11,9,4.684777
2014-09-11,10,5.8938
2014-09-11,11,6.701511
2014-09-11,12,6.997362
2014-09-11,13,5.954109
2014-09-11,14,5.552189
2014-09-11,15,4.011881
2014-09-11,16,2.325635
2014-09-11,17,0.9676819999999999
2014-09-11,18,0.095358
2014-09-11,19,0
2014-09-11,20,0
2014-09-11,21,0
2014-09-11,22,0
2014-09-11,23,0
2014-09-12,0,0
2014-09-12,1,0
2014-09-12,2,0
2014-09-12,3,0
2014-09-12,4,0
2014-09-12,5,0
2014-09-12,6,0.176043
2014-09-12,7,0.968623
2014-09-12,8,1.165671
2014-09-12,9,1.916872
2014-09-12,10,3.650219
2014-09-12,11,3.885838
2014-09-12,12,3.209415
2014-09-12,13,3.955072
2014-09-12,14,2.345337
2014-09-12,15,1.825485
2014-09-12,16,0.897809
2014-09-12,17,0.389657
2014-09-12,18,0.072779
2014-09-12,19,0
2014-09-12,20,0
2014-09-12,21,0
2014-09-12,22,0
2014-09-12,23,0
2014-09-13,0,0
2014-09-13,1,0
2014-09-13,2,0
2014-09-13,3,0
2014-09-13,4,0
2014-09-13,5,0
2014-09-13,6,0.112093
2014-09-13,7,1.15559
2014-09-13,8,3.022329
2014-09-13,9,4.802245
2014-09-13,10,5.888808999999999
2014-09-13,11,6.075348
2014-09-13,12,6.634513
2014-09-13,13,5.823157
2014-09-13,14,5.070137
2014-09-13,15,4.244297
2014-09-13,16,2.450884
2014-09-13,17,1.088328
2014-09-13,18,0.075174
2014-09-13,19,0
2014-09-13,20,0
2014-09-13,21,0
2014-09-13,22,0
2014-09-13,23,0
2014-09-14,0,0
2014-09-14,1,0
2014-09-14,2,0
2014-09-14,3,0
2014-09-14,4,0
2014-09-14,5,0
2014-09-14,6,0.118099
2014-09-14,7,1.064744
2014-09-14,8,2.866623
2014-09-14,9,4.568658999999999
2014-09-14,10,5.554849
2014-09-14,11,5.989712
2014-09-14,12,6.571233
2014-09-14,13,6.468339
2014-09-14,14,4.914756
2014-09-14,15,3.796791
2014-09-14,16,2.784695
2014-09-14,17,0.582994
2014-09-14,18,0.038405
2014-09-14,19,0
2014-09-14,20,0
2014-09-14,21,0
2014-09-14,22,0
2014-09-14,23,0
2014-09-15,0,0
2014-09-15,1,0
2014-09-15,2,0
2014-09-15,3,0
2014-09-15,4,0
2014-09-15,5,0
2014-09-15,6,0.041585
2014-09-15,7,0.577177
2014-09-15,8,1.503911
2014-09-15,9,2.816302
2014-09-15,10,3.5371
2014-09-15,11,3.734813
2014-09-15,12,4.833311
2014-09-15,13,5.036159
2014-09-15,14,4.026262
2014-09-15,15,3.59783
2014-09-15,16,1.987632
2014-09-15,17,0.5684319999999999
2014-09-15,18,0.013844
2014-09-15,19,0
2014-09-15,20,0
2014-09-15,21,0
2014-09-15,22,0
2014-09-15,23,0
2014-09-16,0,0
2014-09-16,1,0
2014-09-16,2,0
2014-09-16,3,0
2014-09-16,4,0
2014-09-16,5,0
2014-09-16,6,0.097963
2014-09-16,7,1.209017
2014-09-16,8,2.81362
2014-09-16,9,4.511187000000001
2014-09-16,10,6.377393
2014-09-16,11,6.536264
2014-09-16,12,6.07797
2014-09-16,13,6.345612
2014-09-16,14,6.018973
2014-09-16,15,4.281681
2014-09-16,16,1.687669
2014-09-16,17,0.5609890000000001
2014-09-16,18,0.049573
2014-09-16,19,0
2014-09-16,20,0
2014-09-16,21,0
2014-09-16,22,0
2014-09-16,23,0
2014-09-17,0,0
2014-09-17,1,0
2014-09-17,2,0
2014-09-17,3,0
2014-09-17,4,0
2014-09-17,5,0
2014-09-17,6,0.049982
2014-09-17,7,0.552929
2014-09-17,8,1.148399
2014-09-17,9,2.237852
2014-09-17,10,2.40445
2014-09-17,11,1.995268
2014-09-17,12,1.870383
2014-09-17,13,2.422252
2014-09-17,14,2.26514
2014-09-17,15,1.598637
2014-09-17,16,0.9063889999999999
2014-09-17,17,0.488661
2014-09-17,18,0.00762
2014-09-17,19,0
2014-09-17,20,0
2014-09-17,21,0
2014-09-17,22,0
2014-09-17,23,0
2014-09-18,0,0
2014-09-18,1,0
2014-09-18,2,0
2014-09-18,3,0
2014-09-18,4,0
2014-09-18,5,0
2014-09-18,6,0.140171
2014-09-18,7,1.030696
2014-09-18,8,1.73759
2014-09-18,9,2.637129
2014-09-18,10,3.339497
2014-09-18,11,3.904122
2014-09-18,12,3.837868
2014-09-18,13,6.771319
2014-09-18,14,6.536401000000001
2014-09-18,15,5.294192
2014-09-18,16,3.331617
2014-09-18,17,1.144528
2014-09-18,18,0.058661
2014-09-18,19,0
2014-09-18,20,0
2014-09-18,21,0
2014-09-18,22,0
2014-09-18,23,0
2014-09-19,0,0
2014-09-19,1,0
2014-09-19,2,0
2014-09-19,3,0
2014-09-19,4,0
2014-09-19,5,0
2014-09-19,6,0.072647
2014-09-19,7,1.225921
2014-09-19,8,3.219391
2014-09-19,9,4.986175
2014-09-19,10,6.188567
2014-09-19,11,6.855182000000001
2014-09-19,12,7.054450999999999
2014-09-19,13,6.774685000000001
2014-09-19,14,6.017021
2014-09-19,15,4.813537999999999
2014-09-19,16,2.935985
2014-09-19,17,0.8589889999999999
2014-09-19,18,0.040285
2014-09-19,19,0
2014-09-19,20,0
2014-09-19,21,0
2014-09-19,22,0
2014-09-19,23,0
2014-09-20,0,0
2014-09-20,1,0
2014-09-20,2,0
2014-09-20,3,0
2014-09-20,4,0
2014-09-20,5,0
2014-09-20,6,0.077817
2014-09-20,7,1.141283
2014-09-20,8,3.112357
2014-09-20,9,4.899030000000001
2014-09-20,10,6.117634
2014-09-20,11,6.812662
2014-09-20,12,7.012714
2014-09-20,13,6.723007000000001
2014-09-20,14,6.072598999999999
2014-09-20,15,5.010541
2014-09-20,16,3.137394
2014-09-20,17,0.867441
2014-09-20,18,0.029939
2014-09-20,19,0
2014-09-20,20,0
2014-09-20,21,0
2014-09-20,22,0
2014-09-20,23,0
2014-09-21,0,0
2014-09-21,1,0
2014-09-21,2,0
2014-09-21,3,0
2014-09-21,4,0
2014-09-21,5,0
2014-09-21,6,0.082761
2014-09-21,7,1.068458
2014-09-21,8,2.017189
2014-09-21,9,1.323871
2014-09-21,10,1.052818
2014-09-21,11,1.087516
2014-09-21,12,1.964847
2014-09-21,13,2.50497
2014-09-21,14,1.927152
2014-09-21,15,3.402624
2014-09-21,16,2.934005
2014-09-21,17,0.8755850000000001
2014-09-21,18,0.042508
2014-09-21,19,0
2014-09-21,20,0
2014-09-21,21,0
2014-09-21,22,0
2014-09-21,23,0
2014-09-22,0,0
2014-09-22,1,0
2014-09-22,2,0
2014-09-22,3,0
2014-09-22,4,0
2014-09-22,5,0
2014-09-22,6,0.068715
2014-09-22,7,1.08914
2014-09-22,8,2.97652
2014-09-22,9,4.707593
2014-09-22,10,6.006685
2014-09-22,11,6.681236
2014-09-22,12,6.888234
2014-09-22,13,6.636829
2014-09-22,14,5.95648
2014-09-22,15,4.771285
2014-09-22,16,2.935089
2014-09-22,17,0.9458840000000001
2014-09-22,18,0.028741
2014-09-22,19,0
2014-09-22,20,0
2014-09-22,21,0
2014-09-22,22,0
2014-09-22,23,0
2014-09-23,0,0
2014-09-23,1,0
2014-09-23,2,0
2014-09-23,3,0
2014-09-23,4,0
2014-09-23,5,0
2014-09-23,6,0.119563
2014-09-23,7,1.078181
2014-09-23,8,2.499837
2014-09-23,9,4.313743
2014-09-23,10,5.724693
2014-09-23,11,5.167045
2014-09-23,12,4.60608
2014-09-23,13,6.790843
2014-09-23,14,5.592906
2014-09-23,15,3.46007
2014-09-23,16,1.890165
2014-09-23,17,0.467697
2014-09-23,18,0.009918999999999999
2014-09-23,19,0
2014-09-23,20,0
2014-09-23,21,0
2014-09-23,22,0
2014-09-23,23,0
2014-09-24,0,0
2014-09-24,1,0
2014-09-24,2,0
2014-09-24,3,0
2014-09-24,4,0
2014-09-24,5,0
2014-09-24,6,0
2014-09-24,7,0.12341
2014-09-24,8,0.490731
2014-09-24,9,0.636919
2014-09-24,10,1.040405
2014-09-24,11,1.596074
2014-09-24,12,2.1374
2014-09-24,13,2.075677
2014-09-24,14,1.923963
2014-09-24,15,3.944466
2014-09-24,16,1.95532
2014-09-24,17,0.511794
2014-09-24,18,0.035169
2014-09-24,19,0
2014-09-24,20,0
2014-09-24,21,0
2014-09-24,22,0
2014-09-24,23,0
2014-09-25,0,0
2014-09-25,1,0
2014-09-25,2,0
2014-09-25,3,0
2014-09-25,4,0
2014-09-25,5,0
2014-09-25,6,0.026627
2014-09-25,7,0.7314149999999999
2014-09-25,8,2.917533
2014-09-25,9,4.782242
2014-09-25,10,6.094924
2014-09-25,11,6.763468
2014-09-25,12,6.997166
2014-09-25,13,6.620491
2014-09-25,14,5.688821
2014-09-25,15,4.451646
2014-09-25,16,2.00433
2014-09-25,17,0.610991
2014-09-25,18,0.013843
2014-09-25,19,0
2014-09-25,20,0
2014-09-25,21,0
2014-09-25,22,0
2014-09-25,23,0
2014-09-26,0,0
2014-09-26,1,0
2014-09-26,2,0
2014-09-26,3,0
2014-09-26,4,0
2014-09-26,5,0
2014-09-26,6,0.007675
2014-09-26,7,0.487787
2014-09-26,8,1.563079
2014-09-26,9,2.550558
2014-09-26,10,3.374788
2014-09-26,11,3.389134
2014-09-26,12,4.00049
2014-09-26,13,2.894803
2014-09-26,14,2.225502
2014-09-26,15,1.678473
2014-09-26,16,0.537935
2014-09-26,17,0.250209
2014-09-26,18,0.0024
2014-09-26,19,0
2014-09-26,20,0
2014-09-26,21,0
2014-09-26,22,0
2014-09-26,23,0
2014-09-27,0,0
2014-09-27,1,0
2014-09-27,2,0
2014-09-27,3,0
2014-09-27,4,0
2014-09-27,5,0
2014-09-27,6,0.047575
2014-09-27,7,0.817545
2014-09-27,8,2.276351
2014-09-27,9,2.735156
2014-09-27,10,3.061263
2014-09-27,11,3.243702
2014-09-27,12,4.825998
2014-09-27,13,3.527173
2014-09-27,14,2.438934
2014-09-27,15,2.153143
2014-09-27,16,1.445188
2014-09-27,17,0.430265
2014-09-27,18,0.009733
2014-09-27,19,0
2014-09-27,20,0
2014-09-27,21,0
2014-09-27,22,0
2014-09-27,23,0
2014-09-28,0,0
2014-09-28,1,0
2014-09-28,2,0
2014-09-28,3,0
2014-09-28,4,0
2014-09-28,5,0
2014-09-28,6,0.01302
2014-09-28,7,0.220409
2014-09-28,8,0.5063300000000001
2014-09-28,9,1.625534
2014-09-28,10,3.098849
2014-09-28,11,2.355048
2014-09-28,12,2.508468
2014-09-28,13,1.880635
2014-09-28,14,2.010948
2014-09-28,15,1.76597
2014-09-28,16,0.886127
2014-09-28,17,0.26564
2014-09-28,18,0.0054
2014-09-28,19,0
2014-09-28,20,0
2014-09-28,21,0
2014-09-28,22,0
2014-09-28,23,0
2014-09-29,0,0
2014-09-29,1,0
2014-09-29,2,0
2014-09-29,3,0
2014-09-29,4,0
2014-09-29,5,0
2014-09-29,6,0
2014-09-29,7,0.104735
2014-09-29,8,0.218239
2014-09-29,9,0.5734640000000001
2014-09-29,10,0.746504
2014-09-29,11,0.911344
2014-09-29,12,0.442783
2014-09-29,13,0.373853
2014-09-29,14,0.421244
2014-09-29,15,0.395853
2014-09-29,16,0.363104
2014-09-29,17,0.118162
2014-09-29,18,0
2014-09-29,19,0
2014-09-29,20,0
2014-09-29,21,0
2014-09-29,22,0
2014-09-29,23,0
2014-09-30,0,0
2014-09-30,1,0
2014-09-30,2,0
2014-09-30,3,0
2014-09-30,4,0
2014-09-30,5,0
2014-09-30,6,0.036781
2014-09-30,7,0.8964260000000001
2014-09-30,8,2.615735
2014-09-30,9,3.661005
2014-09-30,10,5.658036
2014-09-30,11,6.149086
2014-09-30,12,5.949489
2014-09-30,13,6.032531
2014-09-30,14,5.797837
2014-09-30,15,4.076503
2014-09-30,16,2.476306
2014-09-30,17,0.501898
2014-09-30,18,0.005708
2014-09-30,19,0
2014-09-30,20,0
2014-09-30,21,0
2014-09-30,22,0
2014-09-30,23,0
2014-10-01,0,0
2014-10-01,1,0
2014-10-01,2,0
2014-10-01,3,0
2014-10-01,4,0
2014-10-01,5,0
2014-10-01,6,0.030205
2014-10-01,7,0.761842
2014-10-01,8,1.930639
2014-10-01,9,2.849429
2014-10-01,10,4.668154
2014-10-01,11,3.901263
2014-10-01,12,3.76446
2014-10-01,13,3.627879
2014-10-01,14,3.368296
2014-10-01,15,2.650847
2014-10-01,16,1.304774
2014-10-01,17,0.4499899999999999
2014-10-01,18,0.004921
2014-10-01,19,0
2014-10-01,20,0
2014-10-01,21,0
2014-10-01,22,0
2014-10-01,23,0
2014-10-02,0,0
2014-10-02,1,0
2014-10-02,2,0
2014-10-02,3,0
2014-10-02,4,0
2014-10-02,5,0
2014-10-02,6,0.0048
2014-10-02,7,0.125338
2014-10-02,8,0.433225
2014-10-02,9,0.789181
2014-10-02,10,0.971511
2014-10-02,11,0.95555
2014-10-02,12,0.848083
2014-10-02,13,0.9660989999999999
2014-10-02,14,0.528521
2014-10-02,15,0.236821
2014-10-02,16,0.099632
2014-10-02,17,0.073529
2014-10-02,18,0
2014-10-02,19,0
2014-10-02,20,0
2014-10-02,21,0
2014-10-02,22,0
2014-10-02,23,0
2014-10-03,0,0
2014-10-03,1,0
2014-10-03,2,0
2014-10-03,3,0
2014-10-03,4,0
2014-10-03,5,0
2014-10-03,6,0.002652
2014-10-03,7,0.202142
2014-10-03,8,1.052852
2014-10-03,9,1.449216
2014-10-03,10,1.694674
2014-10-03,11,3.229343
2014-10-03,12,4.635977
2014-10-03,13,5.700131
2014-10-03,14,4.185569999999999
2014-10-03,15,4.186397
2014-10-03,16,2.452407
2014-10-03,17,0.7320270000000001
